Income,Age,Gender,Education,Wealth,Consumption
8220,54,2,1,0,25139.276
0,52,1,8,0,106516.572
6266,44,2,2,0,71232.346
0,56,1,1,0,103725.703
10323,51,1,2,0,78602.45
0,33,2,2,60500,87127.295
0,37,1,1,0,39950.341
13968,46,1,1,0,47467.755
9060,34,1,2,0,31961.894
29203,42,1,2,0,71094.086
32845,36,1,3,0,68970.904
89564,36,1,9,0,158758.633
0,46,2,1,0,51770.446
0,30,2,9,0,66570.998
29070,61,1,3,0,100896.32
26629,45,1,1,0,31700.105
0,72,1,3,0,72239.785
14796,71,1,0,0,18369.421
4955,50,1,1,0,54014.589
10382,41,2,3,0,35380.436
0,32,1,9,0,58855.411
20565,36,1,1,0,91259.083
38086,59,1,3,0,56433.908
0,49,2,2,0,30168.002
0,52,2,3,17000,46478.74
3964,56,1,1,0,47909.255
0,39,1,2,0,35522.114
0,73,2,0,0,25543.192
30677,44,1,1,14000,54133.274
5986,38,2,0,4500,73823.742
13526,40,1,1,0,54308.832
0,39,1,9,0,44166.24
0,91,2,0,0,4602.593
0,33,1,2,0,26359.532
17071,44,1,2,0,45556.377
0,45,1,3,0,24539.897
0,43,1,9,0,53070.87
2721,45,1,2,0,46412.564
0,87,1,0,0,40116.273
0,57,1,1,0,24497.9335
16788,48,1,3,0,41061.5235
18457,66,2,0,0,3323.66304
20600,66,2,0,0,31787.146
142317,52,1,1,0,28879.943
42921,64,2,1,0,22011.612
85021,76,2,0,0,19658.648
62944,38,1,1,0,13609.7577
29008,68,1,0,0,13928.848
43691,50,1,1,0,41495.49
0,49,1,2,0,44848.422
0,43,2,1,0,13701.8657
20947,40,1,1,0,36725.206
2724,53,2,0,0,10110.6958
8040,50,1,2,0,42292.895
0,54,1,1,0,21491.584
0,71,2,0,0,28917.605
0,79,1,0,0,8323.5806
14332,35,1,1,0,30937.502
0,34,1,1,0,23835.756
13078,58,1,0,0,19413.661
0,50,2,0,0,14797.666
7541,63,2,0,0,4062.6115
0,86,1,1,0,5446.8926
2994,46,1,1,0,14806.8373
0,37,2,2,0,17673.323
0,76,2,0,0,13936.3464
0,38,1,2,0,24779.341
22333,44,1,1,0,20412.579
32294,52,1,1,0,17158.764
0,48,1,1,0,31063.871
0,55,1,3,0,67370.175
19766,50,1,0,0,26906.79
986,55,2,0,0,13166.312
0,35,1,1,0,27212.256
0,50,2,2,0,27639.969
35169,44,1,3,200000,51714
0,72,1,1,0,21281.7907
0,46,1,1,0,35153.15
0,63,1,0,0,14920.434
3902,52,1,1,0,47995.203
411,50,1,1,0,24669
22426,70,1,3,0,49320.315
0,58,1,1,0,22615.155
0,30,1,2,0,17550.5636
11090,44,1,2,0,37793.185
7753,36,1,2,0,11669.085
15402,52,1,1,0,37207.018
10268,37,2,2,0,21231.79
0,75,1,0,4000,4886.409
0,67,2,0,0,27010.5965
0,43,2,0,0,8388.0317
0,32,1,1,0,15183.5645
0,53,2,3,0,30394.278
25460,42,1,2,0,18813.773
0,38,1,2,0,28927.544
83892,43,1,2,0,12722.0834
39636,36,1,1,0,16315.1606
17720,69,2,0,0,10021.5879
0,58,2,2,0,23205.7876
0,42,1,2,0,27144.909
0,48,2,3,0,11890.131
0,84,2,0,0,11810.5337
0,34,1,3,0,41330.01
2643,50,1,1,0,34089.038
27466,39,1,2,0,25856.329
13544,36,1,2,0,34790.575
12198,35,1,1,0,26503.304
0,42,1,0,0,20814.051
0,53,2,2,0,21337.385
0,44,1,1,0,15786.185
0,49,1,0,0,18217.8055
0,43,1,1,0,6730.5882
0,25,1,0,0,11111.306
0,61,1,1,0,17851.83
0,28,1,2,0,11055.734
28144,42,1,0,0,35299.601
0,40,1,2,0,23261.739
0,51,2,0,0,19477.822
81951,80,1,1,0,36532.277
74290,42,2,2,0,12442.7556
22766,45,2,2,0,36841.178
0,45,1,1,0,18647.745
0,39,1,1,0,35145.751
0,36,1,2,0,14947.7016
3080,45,1,0,0,20239.07
2496,59,1,0,0,26056.373
6654,55,1,1,0,29666.209
0,57,1,3,0,12928.0634
0,50,1,2,0,23808.726
14786,51,1,3,0,46489.102
0,49,1,2,0,56982.367
0,64,1,1,0,32983.419
24419,54,1,1,0,31517.785
0,74,1,0,0,10815.0732
12760,36,1,0,0,8020.2321
31832,62,1,0,0,16978.7802
20228,56,1,2,0,21399.438
0,71,1,0,0,12377.8425
79271,39,1,1,0,14156.0867
0,66,2,0,0,5456.0316
15156,94,2,0,0,2796.8549
32139,52,2,1,0,6765.244
19356,81,1,0,0,3321.00886
24284,43,1,3,0,32806.833
18606,76,1,1,0,8793.3159
0,65,2,0,0,6025.52
0,44,1,2,0,13885.5897
6756,29,1,1,0,23786.946
17866,38,1,1,0,10033.774
29367,47,1,1,0,15116.838
0,34,1,1,0,25038.492
0,47,1,1,0,36519.223
0,54,1,3,0,69327.203
11530,67,2,0,3500,39402.552
24843,40,1,9,0,32918.958
9173,52,2,9,0,52811.863
26401,40,1,2,100000,47751.704
37074,57,1,1,0,37490.357
0,55,1,2,0,23400.184
0,37,1,1,0,28071.328
0,52,1,2,0,29188.848
0,49,1,0,0,16279.2074
2756,38,2,1,0,12552.6895
0,66,1,2,0,26646.385
0,68,1,3,0,24514.214
10454,63,1,0,0,24070.46
19796,77,2,0,0,12816.416
19010,57,1,3,635000,104220.505
24009,38,1,2,0,24403.219
19260,80,1,0,0,11523.3236
0,48,1,2,0,30080.315
0,73,1,0,0,6062.3982
9880,50,2,1,0,9475.5095
9580,50,1,2,0,34763.141
9079,78,1,0,0,10076.8607
11804,45,2,1,0,23221.768
27251,47,1,2,0,27554.59
12349,38,1,1,0,19014.358
61188,41,1,1,0,31944.348
0,42,1,1,0,26139.4115
12065,51,1,2,0,16528.318
7174,72,2,0,0,13593.315
59378,37,1,2,0,32346.252
0,35,2,2,0,18807.0935
25760,55,1,2,0,56678.858
0,67,2,0,0,11955.7993
20472,42,1,3,0,21787.171
16632,48,1,2,0,28174.22
0,39,1,2,0,33478.86
22321,48,2,2,0,46787.376
37785,54,1,1,0,34548.147
6403,40,2,3,0,39724.11
9532,40,1,2,0,22349.083
20670,51,2,0,0,23884.312
39125,36,1,2,0,39262.185
0,63,1,1,0,15458.1104
28330,51,1,1,0,65590.39
0,53,1,1,0,51830.843
0,81,2,0,0,6833.9732
10943,59,1,0,0,19440.987
15744,73,1,1,0,15041.813
12984,43,1,3,0,52422.245
0,51,2,0,0,7050.5183
43739,46,2,0,0,6400.1906
6060,44,1,3,0,16630.8806
0,27,1,1,0,8057.3783
0,41,1,1,0,14611.4566
65063,46,1,1,0,18576.3424
0,33,1,1,0,10529.7275
16381,33,1,1,0,13372.2671
40207,45,1,0,0,10421.54
0,67,2,0,0,10270.412
0,38,1,2,0,26358.6424
10027,66,2,0,0,8119.7715
1340,55,1,2,0,24440.6
0,84,1,1,0,4480.443
23072,76,2,0,0,3561.961
0,32,1,1,9000,20875.9245
0,42,1,2,0,56495.187
0,58,1,0,0,41504.965
12660,51,1,9,0,111833.749
16402,42,1,2,0,25996.86
19807,42,1,1,0,15919.7764
4929,72,1,1,0,31028.677
0,50,1,1,0,23873.081
14786,45,2,1,0,19760.93
0,50,1,2,0,38623.052
38422,39,1,2,0,37125.342
0,48,1,3,0,31580.869
4732,45,1,2,0,47666.205
5520,47,1,2,0,29686.332
0,44,2,1,0,13408.7388
0,35,1,3,0,22204.135
31843,66,1,1,0,20543.177
19625,73,1,1,0,20513.249
10678,42,1,2,0,23605.309
0,58,1,0,0,48821.909
12420,47,1,2,0,34824.891
15584,44,2,1,0,21477.877
0,57,1,1,0,19088.62
2268,45,1,2,0,26855.901
0,56,1,1,0,37170.814
0,67,1,1,0,31453.487
41384,49,1,2,0,45400.34
0,54,1,2,0,24072.851
5323,64,2,0,0,52327.839
23088,71,1,1,0,24654.183
0,59,1,2,0,17534.0615
0,45,1,1,0,24432.004
0,74,1,0,0,4922.9172
12857,47,1,3,0,44393.883
7752,58,1,3,0,30111.015
14889,71,1,2,0,18213.407
100217,49,1,9,0,76011.893
0,74,1,9,0,31781.739
0,45,1,2,0,29633.353
23704,45,1,2,0,24217.0724
57874,60,1,2,0,43013.971
12468,41,1,2,0,41458.894
23126,50,1,0,0,62583.98
0,78,2,1,0,4816.7645
58046,51,1,2,0,28967.243
25300,73,2,0,0,7528.573
14430,52,1,0,0,16447.735
16835,41,2,1,0,34047.6715
14430,76,2,0,2597,11280.4482
52959,59,1,2,0,45549.426
0,57,1,2,0,26332.328
34249,51,1,3,0,39424.22
32361,40,1,2,13500,31952.402
40781,51,1,1,2500,35744.584
11999,60,2,0,0,5492.18
0,81,2,0,0,8144.4397
22241,44,1,2,17360,24429.483
0,51,1,0,0,26556.868
0,62,1,1,0,14349.1956
5077,49,1,1,0,37760.922
0,56,1,1,0,17568.274
0,75,2,1,0,16247.79
17870,53,1,1,0,28824.811
0,79,1,1,0,18209.763
0,34,1,1,0,26534.4193
0,39,1,3,0,46428.759
0,46,1,1,0,20344.575
7910,42,1,2,0,13279.6984
1154,39,1,0,0,15625.604
0,70,1,1,0,7037.3633
0,75,2,1,0,5695.0947
0,45,2,2,0,27364.752
26221,42,1,3,0,42790.468
0,43,2,3,0,36292.928
0,38,2,9,0,42104.098
0,28,1,1,0,7475.3626
3423,54,1,0,0,7649.25486
0,72,1,0,0,3656.60463
28860,48,1,0,0,10252.6656
0,43,1,0,0,16382.2197
5323,34,1,0,0,12201.2505
0,33,2,0,0,28500.899
0,37,1,1,0,23485.493
0,67,1,1,0,28718.239
0,37,1,3,0,59252.631
0,45,1,1,0,58380.064
0,44,1,9,0,41748.075
2058,81,1,0,0,7784.027
30784,34,2,1,0,24820.837
0,36,2,1,0,9138.8616
0,84,1,0,0,2139.6623
27128,49,1,2,0,34385.381
21841,76,2,0,0,5075.1633
47157,37,1,2,0,14938.4257
10043,40,1,1,0,30747.738
70288,44,1,9,0,43525.382
24125,45,2,1,0,5853.5737
95801,38,1,1,0,23535.272
0,43,2,2,0,14839.8447
78980,54,1,1,0,22626.496
0,81,2,0,0,32189.042
41896,33,1,1,0,20361.537
60272,41,1,0,0,20781.8787
53102,45,1,1,0,36308.11
66815,48,1,0,40000,36883.628
152294,52,1,1,150000,27648.212
59171,53,2,1,0,20797.655
40404,57,1,0,0,13882.0284
51948,39,1,2,0,17189.8336
0,86,1,0,0,9457.3154
14580,56,2,2,0,16187.3116
96300,44,1,0,0,13896.655
126786,68,1,0,0,18610.571
21343,52,1,0,0,11575.3657
96200,82,2,0,0,12859.97
34053,48,1,1,0,12316.2055
52022,48,2,0,0,15947.946
0,47,1,8,40000,49107.781
31900,74,1,0,0,43241.467
92746,47,1,2,0,20254.9557
0,64,2,0,0,7346.2841
0,73,2,0,0,7749.6016
11198,82,1,0,0,10744.6675
8273,53,1,1,0,37194.772
0,70,1,1,0,38468.724
0,43,1,1,0,31423.792
0,70,2,0,0,7084.5676
15378,70,2,0,0,28660.934
0,80,1,0,0,14212.9292
121559,79,1,0,0,29169.393
90741,50,1,2,0,28459.261
10254,55,2,0,0,7469.2963
37526,77,2,0,0,2826.0945
125737,53,1,2,0,25958.227
0,32,1,2,0,20285.132
0,54,1,3,0,54030.954
26128,53,1,1,0,41589.303
56852,35,1,2,0,26413.626
134516,47,1,1,0,32309.753
26317,39,2,2,0,25143.609
0,36,1,3,0,22155.903
0,50,1,3,0,58149.494
0,74,1,2,0,17150.3903
0,39,1,3,0,38942.511
0,84,2,0,2520,4454.3476
0,48,1,3,0,34841.339
0,56,1,1,0,23300.309
0,42,1,1,0,25161.3015
11737,41,1,1,0,37210.569
0,32,1,1,0,29185.919
35967,48,2,0,0,19001.895
31115,43,1,2,0,35270.482
0,52,1,2,30000,19227.243
0,71,1,0,0,8350.5131
0,48,1,2,0,47765.586
0,55,1,0,0,25838.968
0,59,1,1,0,44566.898
0,58,1,0,0,18162.9454
0,40,1,3,0,31615.739
32886,45,1,1,0,29438.509
0,70,1,1,0,26961.764
0,71,1,0,0,21431.848
0,32,1,1,0,25786.5375
0,78,1,0,0,23673.603
0,50,1,1,0,23364.179
0,16,1,0,0,6435.3374
0,52,1,0,0,9395.2914
0,46,1,2,0,17030.527
0,57,2,1,0,18460.9525
0,39,1,2,0,28956.954
0,31,1,1,0,26539.129
0,54,2,0,0,15789.115
38411,53,2,0,0,37975.456
17190,27,1,1,0,22017.24
0,38,2,1,0,22796.1527
0,45,1,2,0,16161.6108
0,39,2,3,0,36320.835
0,36,2,2,0,32648.634
0,70,1,2,0,14817.3093
0,35,1,1,0,22425.15
0,58,2,0,0,33891.345
0,56,1,1,0,25459.056
6317,29,1,1,0,24877.133
6086,67,2,0,0,24540.082
0,42,1,2,0,37978.299
26565,40,1,2,0,36973.565
27628,33,2,2,0,23317.401
12752,63,2,0,0,12965.6954
18084,50,2,0,0,24038.756
36336,46,1,1,0,24721.085
16229,38,1,2,0,20086.362
18665,36,1,1,0,10233.886
0,66,2,0,0,27014.8247
13447,81,1,0,0,41378.745
12510,43,1,3,0,42165.084
0,43,1,8,0,66462.565
0,49,1,1,0,53391.772
0,51,1,1,0,35716.39
21832,64,1,1,0,38861.285
0,69,1,1,0,62333.629
0,67,2,0,0,15983.634
0,48,1,1,0,32100.031
16229,47,1,3,0,33968.412
0,45,1,1,0,35680.56
4280,58,2,0,0,37056.812
0,35,1,2,0,28502.351
0,44,1,1,0,35388.505
16773,31,1,1,0,41876.113
70855,33,1,2,0,34927.822
0,22,1,1,0,20692.17
7148,75,2,1,0,5121.2468
17292,45,1,2,0,38462.44
0,67,2,0,0,3616.5605
66721,51,1,1,0,42022.916
58045,57,2,0,0,33402.931
28758,38,1,3,0,39087.129
0,74,2,0,1080,5114.7725
36316,41,1,3,2800,19156.786
22461,74,1,1,0,22214.1195
11915,48,2,2,0,25376.857
37157,39,1,9,0,43804.732
78130,39,1,2,0,43177.66
14371,44,2,2,0,73540.695
22074,52,2,3,0,49143.006
0,59,1,2,0,8825.2522
0,45,1,3,0,9436.4594
0,65,2,0,0,41928.369
0,80,2,0,0,24077.6884
0,48,2,9,0,122897.132
10043,41,2,3,0,43988.598
81982,54,2,3,0,73441.29
0,49,2,2,0,14466.18
89011,31,2,3,0,57437.809
0,46,1,3,0,44178.276
16939,50,1,2,0,25256.806
4928,53,1,9,0,43230.17
0,43,1,2,0,44145.79
0,35,1,2,0,38716.833
4368,33,1,2,0,35803.047
0,36,1,2,0,28077.353
79033,54,1,1,0,45545.455
32976,53,1,1,0,42283.701
0,31,1,1,30000,23932.63
0,57,2,3,0,47557.031
18428,42,2,2,0,45909.889
8937,38,1,2,120000,41426.586
0,52,2,0,0,16161.788
0,44,2,0,0,6053.8254
0,48,1,1,0,31954.262
0,44,1,2,0,49965.978
0,46,2,1,0,49357.131
0,65,1,1,0,34282.488
0,47,1,2,0,34595.6805
48963,48,1,0,0,41147.17
0,38,2,1,0,24270.543
0,40,1,2,0,29052.488
0,63,2,1,0,12318.2183
0,42,1,1,0,17635.631
0,67,2,0,0,36283.663
0,35,1,1,0,27137.299
47731,41,1,1,0,29442.99
0,77,1,0,0,8878.5784
0,62,2,0,0,25106.833
0,44,1,1,0,26270.58
39623,46,2,1,0,35400.94
0,38,1,2,0,23181.41
0,50,1,1,0,56810.567
0,58,1,0,0,34994.652
0,64,1,1,0,36394.249
0,40,1,2,0,44129.07
0,53,2,1,0,32449.9004
0,32,1,2,0,30443.286
26479,55,2,0,0,33287.381
0,36,1,3,0,36245.563
0,47,1,9,15000,53974.3485
0,54,1,2,0,49958.808
0,59,2,2,0,29355.703
8969,34,1,2,0,29642.056
0,78,1,0,0,10335.5505
13250,52,2,0,0,66929.677
0,39,1,1,0,37161.762
0,50,1,1,0,26110.258
0,34,1,1,0,29390.903
0,58,2,0,0,8342.044
0,66,2,0,0,20977.354
0,46,2,1,0,20474.86
10376,37,1,1,0,31331.346
31266,35,1,3,0,23848.173
82445,57,1,2,8000,41080.09
0,37,1,1,0,68217.709
0,46,2,0,0,20355.812
0,43,1,1,0,11990.8968
0,50,1,1,0,38222.134
17394,50,1,2,0,23763.523
35356,43,1,2,0,28401.942
0,79,1,0,0,8234.2915
0,44,1,2,0,52634.168
94791,44,1,1,0,22819.638
0,54,1,1,0,31219.702
13910,50,1,1,0,26681.276
0,31,1,1,0,22935.43
0,82,2,0,0,7201.7048
0,55,1,1,0,25589.921
0,51,2,3,0,5951.6016
19911,38,1,3,0,36518.322
0,61,2,0,0,9726.0669
7090,33,1,3,0,15536.4435
52788,33,1,1,0,12298.4676
0,51,1,1,0,24124.913
0,32,1,1,0,15899.8646
0,42,1,2,0,19495.3214
0,55,1,0,0,28483.324
20591,37,1,1,0,15514.126
0,58,1,1,0,14653.5356
69494,66,1,0,0,27377.328
116844,48,1,2,0,39150.246
2956,36,1,1,0,17240.657
13300,65,1,0,0,10021.4951
0,40,1,3,0,35033.563
0,46,1,3,0,43556.244
0,39,2,2,0,19742.6528
0,35,1,1,0,7975.1762
0,67,1,2,0,28567.462
0,29,1,1,0,13125.9038
0,67,1,1,0,29572.5285
55023,78,1,1,0,33195.2535
9793,59,2,1,0,29584.739
0,38,1,3,0,20091.964
0,33,1,2,0,16596.287
0,34,2,1,0,17280.1446
0,83,2,0,0,2659.5676
0,44,1,2,0,46126.981
0,60,1,1,0,18168.649
35159,62,1,3,0,39873.732
0,55,1,0,0,37123.932
0,36,1,2,0,20052.955
0,71,1,0,0,2951.87
0,45,1,0,0,30420.819
12384,44,1,0,0,19922.197
0,42,1,1,0,25658.8675
10733,30,1,1,0,21041.243
0,55,2,0,0,27774.753
0,41,1,1,0,32510.437
0,43,2,0,0,24753.7125
0,78,1,0,0,5233.1073
0,61,1,2,0,27641.434
0,78,1,0,0,9726.599
0,45,1,8,0,28085.026
0,42,2,1,0,27920.264
9972,54,1,1,0,29054.967
4286,42,1,0,0,22814.408
10286,59,2,0,0,20432.908
4312,45,1,1,0,21665.18
0,70,2,0,0,8581.3874
0,43,1,1,0,27912.323
0,39,1,1,0,9936.6576
10057,44,1,1,0,21921.769
0,58,1,0,0,19715.583
19496,67,1,0,0,28827.9707
0,58,1,0,0,39125.758
0,69,1,1,0,23598.656
0,52,1,8,0,40822.943
0,35,1,1,0,18833.7956
53691,56,1,1,0,11464.626
0,39,1,1,0,24975.482
0,50,1,1,0,29980.292
0,37,1,2,0,21967.441
0,33,1,2,0,15607.101
0,75,1,0,0,24853.749
8222,50,1,1,0,23164.648
0,44,1,3,0,26249.918
39846,50,1,8,0,46724.418
46008,54,1,9,0,61856.846
0,46,1,9,0,33938.831
0,55,1,9,0,55236.116
0,35,1,2,0,29846.614
0,70,1,1,0,28522.1393
0,47,1,1,0,35685.074
0,71,2,0,0,6753.0458
0,52,1,3,40000,71553.359
0,43,1,1,0,22934.719
29173,54,1,1,0,50531.832
36047,42,1,1,0,27418.779
0,36,1,1,0,28312.655
0,61,2,0,0,4214.7613
2125,71,1,0,0,20052.479
20316,39,1,1,0,26946.693
9563,38,1,1,0,15921.405
8926,56,2,0,0,9630.1098
0,46,1,1,0,21759.15
0,71,1,0,0,16588.718
0,64,1,0,0,8377.866
0,39,1,1,0,13744.6621
0,78,2,0,0,6457.729
0,70,2,0,0,9515.703
10626,88,1,0,0,5986.0136
0,36,1,1,0,32527.197
0,38,1,1,0,10946.7402
20408,42,1,1,0,20743.753
15553,46,1,0,0,19769.554
0,69,1,0,0,13741.761
18065,34,1,1,0,23452.015
0,42,1,1,0,22988.166
39394,62,1,0,0,66810.119
55167,42,1,0,0,25506.661
0,42,1,2,0,55191.648
35757,62,1,1,0,20819.782
48808,40,1,1,0,12937.2549
0,28,2,1,0,8848.6743
0,71,1,0,0,6866.8326
0,53,1,1,0,16373.298
4772,56,1,2,0,30331.661
0,72,1,0,0,10240.5928
0,73,1,0,0,34223.9125
1215,41,1,1,0,17319.259
25253,68,1,0,0,20124.267
0,43,2,1,0,14530.526
0,75,1,0,0,7797.5483
0,49,1,3,0,12004.4849
10092,81,1,1,0,16356.752
0,55,1,1,0,15176.5414
56195,35,1,1,0,8785.8979
0,37,1,2,0,13529.7875
0,34,1,1,0,21488.011
0,45,1,2,0,43360.787
0,35,1,2,13000,31465.336
0,57,1,0,0,14539.48
0,56,1,0,0,9884.609
0,33,1,0,0,14075.8165
0,34,1,0,0,12575.9067
22254,58,1,0,0,17995.3216
15104,42,1,2,0,15351.844
0,56,1,1,0,47239.609
0,36,1,1,0,38766.437
0,56,1,0,0,38900.807
24555,34,1,2,0,15969.7005
73951,37,1,2,11000,41127.595
0,44,1,1,0,19823.026
0,54,2,3,0,12741.3304
0,57,2,2,0,31498.93
0,45,1,2,0,30383.175
5398,78,1,0,0,41269.126
0,41,1,1,0,20247.579
3598,45,1,1,0,61597.016
19982,78,1,9,0,52603.046
0,54,1,10,0,76441.03
16913,40,1,11,0,64387.941
0,44,1,3,0,35060.157
0,68,2,1,0,13163.48
7759,50,2,3,0,19759.1753
4926,76,2,0,0,52225.153
23719,57,1,2,0,106055.382
0,40,1,2,0,28227.804
0,44,1,2,0,39068.435
0,52,1,9,0,62129.712
29843,70,1,2,0,74618.04
0,61,1,2,0,20438.666
0,51,2,1,0,24422.921
0,27,1,3,40000,44869.108
0,34,1,3,0,22325.4135
0,74,1,3,0,26444.778
0,45,2,2,0,57418.275
8625,38,2,9,0,59567.572
4133,51,2,2,0,51340.92
0,39,1,9,0,69905.2
0,47,2,3,0,56351.326
3562,55,1,3,0,43017.096
0,51,2,2,0,43516.409
0,34,1,1,0,56941.097
91738,39,1,0,0,36401.524
0,42,1,2,0,26770.405
0,46,2,2,0,22239.339
0,43,2,1,0,57846.548
0,48,1,9,0,51038.514
0,53,2,0,0,27252.9545
1889,60,1,1,0,38576.086
20124,38,1,0,0,38835.542
0,45,1,2,0,25562.593
0,35,1,2,0,27864.4745
0,39,1,0,0,27709.845
0,39,1,10,0,63644.612
0,48,1,9,200000,73699.738
7032,52,2,8,0,71727.281
0,74,1,0,0,33513.633
0,47,2,2,0,44302.486
8936,46,1,3,0,44342.628
0,48,2,8,0,60523.942
0,54,2,2,0,28541.732
55672,39,1,1,0,29229.174
0,44,1,1,0,45594.496
0,62,2,0,0,35311.735
0,52,2,2,0,44920.243
0,50,1,3,0,67690.541
0,54,2,9,0,80248.832
14666,63,2,3,16000,46791.897
0,43,1,2,0,24309.77
12614,50,1,1,0,62942.728
0,59,2,3,0,39880.394
0,51,1,3,0,35663.031
16748,50,2,0,0,45709.695
5788,48,1,3,0,17313.319
11428,36,1,3,0,19138.0483
20239,55,2,9,0,72832.497
0,59,2,0,0,17394.7594
0,38,1,0,0,20397.308
0,41,1,1,0,23633.323
0,40,1,0,0,16965.08
0,71,1,1,0,19586.165
38559,61,1,2,2000,15139.734
0,32,1,1,0,66910.185
80206,48,1,1,0,28608.706
0,79,1,1,0,27600.805
0,70,2,0,0,3009.7013
2619,35,1,0,0,26462.548
0,46,1,0,0,15223.7853
0,71,2,0,0,7027.3098
0,52,1,3,0,45289.877
0,44,2,3,0,43506.882
0,49,2,3,0,22103.097
0,55,2,0,0,5656.7442
0,52,2,1,0,21707.989
0,41,2,0,0,12733.2183
0,42,1,1,0,18600.622
21139,35,2,1,0,65518.736
0,38,2,3,0,39633.081
61482,39,1,1,0,49791.85
22011,29,1,2,0,25199.066
0,82,1,0,0,10434.7627
32971,46,2,1,0,27105.719
0,67,2,0,0,18064.274
0,35,1,2,0,33343.347
0,35,2,1,0,21982.305
11994,66,2,0,0,19153.423
26686,59,1,0,0,14032.9924
0,72,2,0,0,3380.4326
49354,33,1,2,0,26860.459
36265,39,2,0,0,10628.4844
17192,38,1,1,0,32289.299
30643,43,1,1,0,31038.212
0,37,2,2,0,96518.649
24809,41,1,0,0,20698.872
0,49,2,0,0,27277.587
0,47,2,0,0,12370.3453
0,60,1,2,0,50777.584
0,58,2,2,30000,48896.486
0,68,1,0,0,58570.84
0,50,1,3,0,41315.387
0,62,1,2,0,29914.81
0,35,1,2,3600,25467.412
0,27,1,1,0,20263.573
7792,57,2,0,0,23981.127
0,34,1,0,0,24949.071
0,57,1,3,0,53960.853
0,56,1,1,0,53579.463
0,41,1,2,0,19153.6997
34042,67,1,0,0,39037.245
29725,81,1,0,0,37779.128
0,63,2,1,0,15226.768
0,45,2,0,0,11095.8413
0,77,1,0,0,28731.489
0,27,1,1,0,24580.471
0,33,1,2,0,36538.093
16124,42,1,2,0,37653.404
18109,44,2,3,0,69587.713
14979,55,1,2,0,35005.814
0,35,2,0,0,49629.888
0,41,1,2,0,29365.541
0,48,2,1,72800,46691.593
0,64,1,1,0,71926.99
9489,37,1,1,0,31251.634
0,71,2,0,0,4934.8432
20143,51,1,0,0,14596.9395
0,50,1,2,0,31245.438
0,37,1,3,15000,24777.867
0,44,1,1,0,46173.379
0,39,1,2,0,27842.348
14992,54,1,1,0,25032.626
0,40,2,2,0,72829.414
36681,44,1,2,0,35375.442
3877,39,1,0,0,23026.455
90103,36,1,1,0,23047.4755
0,62,1,0,0,19692.67
0,53,1,1,0,114181.956
0,28,1,1,0,33723.139
56517,27,1,0,0,20883.577
11028,38,2,1,0,37619.047
11035,71,1,1,0,35703.297
0,32,1,1,0,18980.6983
5515,48,1,0,0,21908.317
0,66,1,0,0,11421.8415
10795,50,1,1,0,33396.795
22462,64,2,0,0,44912.298
0,51,1,1,0,28652.223
0,86,2,0,0,4210.2112
0,41,1,3,0,56739.015
0,77,2,0,0,33237.613
9994,63,1,2,0,65789.781
0,49,1,9,0,91624.252
70323,43,1,9,0,66057.527
7086,60,1,0,0,25659.215
16661,31,1,0,0,7133.5367
39565,34,1,0,0,13845.6983
38325,57,1,0,0,9899.6387
23282,27,1,0,0,10811.697
114869,35,1,0,0,11567.8203
37659,53,1,0,0,16868.275
29891,29,1,0,0,15490.714
49642,36,1,3,0,30443.085
0,51,1,2,0,12470.6425
0,41,1,1,0,14420.9235
0,30,1,1,0,38760.305
0,49,1,2,0,22287.56
0,38,1,2,0,18676.0323
36334,33,1,0,0,10987.1867
0,77,2,0,0,20912.6754
0,35,1,0,0,28784.702
11982,54,1,0,0,28789.404
0,39,1,1,0,30088.515
6391,47,1,1,0,50534.006
0,64,1,0,0,32026.6283
119107,46,1,1,0,42179.434
0,25,1,0,0,16092.935
0,45,1,9,0,90729.275
6307,46,2,2,0,33059.702
0,37,1,0,0,10563.5488
0,49,1,0,0,13218.137
34431,39,1,0,0,9474.7663
0,23,1,0,0,6769.6843
22341,39,1,0,0,11490.8778
10517,39,1,0,0,13255.6299
48352,52,1,1,0,37438.398
0,45,1,2,0,42421.11
0,65,1,0,0,6006.862
0,43,1,1,0,17592.979
123883,52,1,2,0,41095.678
152806,53,2,1,0,18313.036
0,39,1,3,0,41531.893
11639,29,1,3,0,61089.359
10442,75,2,0,0,4661.7518
0,60,2,2,0,61036.09
0,45,1,0,0,27184.668
1368129,53,2,1,0,41498.828
71234,29,1,1,0,6942.1197
114315,32,1,0,0,11667.5134
141251,51,1,0,0,13588.114
0,26,1,1,0,7535.4166
201374,50,1,0,0,19481.4945
159225,48,1,0,0,13266.6216
3703,47,1,2,0,21623.3005
87201,50,1,2,0,57924.318
16198,61,2,0,0,26592.48
107474,55,1,9,0,62621.707
21538,40,1,1,1000,43653.221
75243,47,1,2,0,61181.407
0,33,1,2,0,77655.487
0,35,1,2,0,51627.103
53123,44,1,1,0,86738.964
59656,35,1,0,0,8761.508
87713,36,1,0,0,14363.1306
97091,57,1,2,0,75659.8
25162,48,1,1,0,24545.107
35082,39,1,1,0,27129.29
41334,48,1,3,400000,83469.387
22646,64,2,0,0,59693.813
0,64,1,1,0,51406.524
47786,33,1,8,0,42271.815
34374,58,1,0,0,6376.8104
64729,46,1,0,0,8991.3902
71608,35,1,0,3000,12559.7323
85027,70,1,0,0,7645.8394
